                              ,    00:13:30,         298,           0,      0.0000,         300,    100.0000,     17.1270,     -1.8351,      1.4495,      1.8070,     13.4580,      0.0396,      0.3221,      0.3173,   1006.7785,    458.4861,     59.5960,    270.8223,     26.2651,     89.6057,    660.9206,         242,     81.4815,     27.0909,   2697.0000,    229.2994,    582.2804,   -173.8440,   -558.0485,    0.036667,    0.070000,    0.330000,  33419.3610, 188121.4385, 105391.9392,     10.4169,     12.1448,     11.5654,     10.0974,     56.8394,     31.8433,     63.2233,     35.4198,      1.7850,      0.1324,    468.1312,    448.7468,      0.9586,      1.0083,      0.9782,      0.5120,      0.3717,
                              ,    00:14:30,         298,           0,      0.0000,         300,    100.0000,     18.1572,     -1.8376,      1.2511,      1.1687,     14.6266,      0.0111,      0.3332,      0.2110,   1005.0067,    502.6206,     59.7011,    365.9622,     26.2651,    107.9914,    700.5909,         246,     82.8283,     33.1111,   2769.0000,    264.4689,    633.5116,   -208.8582,   -613.0075,    0.036667,    0.133333,    0.233333,  21002.1375, 136562.5646, 118817.2507,      9.9524,     11.8245,     11.6853,      7.4697,     48.5705,     42.2591,     52.4914,     45.6705,      1.1493,      0.1331,    496.2309,    509.9760,      1.0277,      1.0383,      1.0076,      0.6767,      0.3686,
                              ,    00:15:30,         309,           0,      0.0000,         300,    100.0000,     17.2341,     -1.7008,      1.2084,      1.1476,     15.7742,      0.0102,      0.3435,      0.2075,    966.0259,    477.2859,     62.1101,    874.3408,     26.2651,    107.9914,    672.0142,         252,     81.8182,     34.3333,   2746.0000,    252.2999,    584.8120,   -195.9110,   -558.4112,    0.036667,    0.050000,    0.163333,  12488.0205, 170427.6595, 135141.2853,      9.4325,     12.0461,     11.8141,      3.8940,     53.1429,     42.1399,     55.2962,     43.8473,      1.2611,      0.1453,    475.9642,    476.4081,      1.0009,      1.0610,      1.0623,      0.5598,      0.5149,
                              ,    00:16:30,         311,           0,      0.0000,         300,    100.0000,     16.7663,     -1.6994,      1.2028,      1.9705,     17.7448,      0.0476,      0.3911,      0.3445,    964.7074,    461.1968,     62.1950,    665.0850,     26.4085,    107.9914,    654.6069,         248,     80.0000,     38.8750,   2668.0000,    229.0563,    577.6588,   -194.7217,   -552.3786,    0.040000,    0.050000,    0.280000,  18119.3322, 195364.9100, 111072.0575,      9.8047,     12.1826,     11.6179,      5.5459,     59.7970,     33.9967,     63.3080,     35.9929,      1.7589,      0.1603,    463.6268,    459.5409,      0.9912,      0.9906,      0.9921,      0.5832,      0.3804,
                              ,    00:17:30,         324,           0,      0.0000,         300,    100.0000,     15.0348,     -1.4802,      1.4688,      3.4453,     21.1900,      0.1340,      0.5251,      0.5900,    926.0185,    429.9780,     64.7935,   1112.9153,     26.4085,    107.9914,    596.5521,         223,     69.0402,     32.4000,   2627.0000,    207.8256,    485.4277,   -176.3644,   -469.7241,    0.030000,    0.060000,    0.170000,  20917.6256, 130802.4692, 107572.5523,      9.9483,     11.7814,     11.5859,      7.8649,     49.1810,     40.4466,     53.3792,     43.8993,      1.2159,      0.1998,    422.4806,    438.5947,      1.0381,      0.7354,      0.3012,      0.5943,      0.4485,
                              ,    00:18:30,         328,           0,      0.0000,         300,    100.0000,     12.9918,     -1.3829,      1.5898,      0.0000,     21.1900,      0.0000,      0.5251,      0.1651,    912.2012,    389.4977,     65.7750,    945.7536,     26.4085,    107.9914,    522.9656,         219,     66.9725,     29.8182,   2595.0000,    184.6410,    416.8522,   -179.5909,   -405.1099,    0.030000,    0.063333,    0.170000,  16503.1326, 114391.3985,  92447.2963,      9.7113,     11.6474,     11.4344,      7.2287,     50.1057,     40.4937,     54.0099,     43.6490,      1.2374,      0.2336,    370.3666,    405.8905,      1.0959,      0.7141,      0.3749,      0.6673,      0.3598,
                              ,    00:19:30,         326,           0,      0.0000,         300,    100.0000,     11.9330,     -1.4084,      1.8513,      3.4133,     24.6034,      0.1319,      0.6570,      0.5846,    920.6012,    340.4598,     65.1748,   1422.9448,     26.4085,    100.8742,    480.9579,         210,     64.6154,     27.1667,   2113.0000,    175.2807,    402.5163,   -163.9739,   -384.1902,    0.026667,    0.063333,    0.196667,   3534.3843,  46574.5461,  36597.6271,      8.1703,     10.7488,     10.5077,      4.0071,     52.8040,     41.4926,     55.0082,     43.2247,      1.2726,      0.2239,    340.6135,    340.7230,      1.0003,      0.6952,      0.4535,      0.6586,      0.2263,
                              ,    00:20:30,         325,           0,      0.0000,         300,    100.0000,     10.8527,     -1.4006,      2.0189,      2.0730,     26.6763,      0.0528,      0.7098,      0.3616,    927.8154,    321.0114,     64.6680,    688.2022,     30.2480,    100.8742,    439.8917,         192,     59.2593,     25.0000,   1970.0000,    147.0548,    359.6292,   -142.2265,   -339.6709,    0.040000,    0.053333,    0.196667,   1745.0842,  32782.5997,  59043.6129,      7.4646,     10.3977,     10.9860,      1.8366,     34.5019,     62.1403,     35.1475,     63.3029,      0.5552,      0.2142,    311.5396,    325.8247,      1.0459,      0.6398,      0.5018,      0.5799,      0.3559,
                              ,    00:21:30,         342,           0,      0.0000,         300,    100.0000,     11.8719,     -1.0963,      1.7973,      1.7501,     28.4264,      0.0369,      0.7467,      0.3078,    874.0000,    426.0050,     68.6499,  13375.8697,     30.2297,    242.3263,    489.9136,         177,     51.9062,     21.3750,   2480.0000,    154.1132,    372.7638,   -159.9466,   -352.5310,    0.036667,    0.050000,    0.196667,   6555.1281,  50730.6831, 100318.7253,      8.7880,     10.8343,     11.5161,      4.0846,     31.6108,     62.5096,     32.9570,     65.1716,      0.5057,      0.2164,    346.9493,    483.5816,      1.3938,      0.5306,      0.3053,      0.6806,      0.5400,
                              ,    00:22:30,         344,           0,      0.0000,         300,    100.0000,     16.7391,     -1.2392,      0.9107,      1.5374,     29.9639,      0.0271,      0.7738,      0.2724,    871.5523,    555.3796,     68.8427,   1282.8118,     22.1959,    242.3263,    671.5659,         207,     60.3499,     43.0000,   3835.0000,    158.2285,    499.4770,   -222.9061,   -506.1326,    0.036667,    0.080000,    0.193333,  13553.9336, 129571.3468,  82958.3666,      9.5144,     11.7720,     11.3261,      5.9470,     56.8519,     36.3995,     60.4466,     38.7011,      1.5619,      0.1999,    475.5637,    625.2667,      1.3148,      0.6962,      0.5428,      0.8793,      0.6684,
                              ,    00:23:30,         362,           0,      0.0000,         300,    100.0000,     19.9342,     -1.0156,      0.8288,     11.2720,     41.2358,      1.3607,      2.1344,      1.8927,    822.7790,    631.3469,     72.9236,   2306.7731,     22.1959,    242.3263,    797.4389,         215,     59.5568,     51.7143,   4343.0000,    218.5247,    599.9548,   -257.7007,   -594.2028,    0.040000,    0.046667,    0.153333,  39936.2178, 483367.1457, 148689.3970,     10.5950,     13.0885,     11.9096,      6.1742,     74.7295,     22.9877,     79.6471,     24.5004,      3.2509,      0.1853,    564.6577,    692.5892,      1.2266,      0.8299,      0.5982,      0.7415,      0.7092,
                              ,    00:24:30,         369,           0,      0.0000,         300,    100.0000,     20.6027,     -0.9612,      0.7879,      7.1271,     48.3629,      0.5034,      2.6379,      1.2028,    811.6206,    649.1734,     73.9262,   4522.2264,     22.1959,    242.3263,    823.8856,         221,     60.0543,     61.5000,   4557.0000,    242.6646,    614.0029,   -261.0001,   -597.0387,    0.040000,    0.043333,    0.153333,  70235.0767, 712077.5882, 248311.7541,     11.1596,     13.4759,     12.4224,      7.0897,     71.8791,     25.0653,     77.3640,     26.9779,      2.8677,      0.1826,    583.3716,    709.5131,      1.2162,      0.7917,      0.6043,      0.7883,      0.7316,
                              ,    00:25:30,         367,           0,      0.0000,         300,    100.0000,     21.3442,     -0.9991,      0.7816,      7.7871,     56.1500,      0.6014,      3.2393,      1.3126,    818.0272,    669.4962,     73.3472,   1418.1624,     22.1959,    242.3263,    850.6444,         231,     63.1148,     61.1667,   4256.0000,    283.6113,    669.1686,   -292.0826,   -649.4096,    0.040000,    0.046667,    0.153333,  57807.2640, 511820.3544, 333182.7894,     10.9649,     13.1457,     12.7164,      6.5711,     58.1799,     37.8737,     62.2719,     40.5375,      1.5362,      0.1782,    602.3206,    731.9166,      1.2152,      0.8773,      0.6976,      0.8110,      0.8170,
                              ,    00:26:30,         363,           0,      0.0000,         300,    100.0000,     22.9168,     -1.0817,      0.8254,      0.0000,     56.1500,      0.0000,      3.2393,      0.1651,    829.3884,    680.1116,     72.3425,    455.7180,     22.1959,    212.1641,    906.7681,         260,     71.8232,     36.3000,   4200.0000,    288.7821,    695.3430,   -281.2221,   -669.5986,    0.040000,    0.073333,    0.193333,  32531.6894, 310505.5540, 296116.2094,     10.3900,     12.6460,     12.5985,      5.1102,     48.7755,     46.5151,     51.4022,     49.0202,      1.0486,      0.1745,    642.0704,    716.4357,      1.1158,      1.0142,      0.8635,      0.6774,      0.7010,
                              ,    00:27:30,         352,           0,      0.0000,         300,    100.0000,     20.9488,     -1.1814,      0.9201,      0.0000,     56.1500,      0.0000,      3.2393,      0.1651,    850.7045,    622.6280,     70.5298,   2082.7549,     26.6714,    212.1641,    830.1644,         252,     71.7949,     35.2000,   4241.0000,    328.3504,    668.0174,   -286.3015,   -639.6665,    0.040000,    0.073333,    0.193333,  53638.6076, 351229.4209, 148461.2506,     10.8900,     12.7692,     11.9081,      9.8031,     64.1912,     27.1330,     71.1678,     30.0819,      2.3658,      0.1664,    587.8535,    656.0749,      1.1161,      1.0077,      0.9252,      0.6645,      0.6714,

                              ,            ,    INACTIVE,  VERY LIGHT,       LIGHT,    MODERATE,        HARD,     MAXIMUM,    INACTIVE,  VERY LIGHT,       LIGHT,    MODERATE,        HARD,     MAXIMUM,
                              ,            ,         (%),         (%),         (%),         (%),         (%),         (%),   (h:min:s),   (h:min:s),   (h:min:s),   (h:min:s),   (h:min:s),   (h:min:s),
                              ,    HR Zones,     93.5319,      3.8639,      0.7850,      0.5678,      0.2502,      1.0012,    00:28:50,    00:01:11,    00:00:15,    00:00:11,    00:00:05,    00:00:19,

                              ,            ,    VERY LOW,         LOW,      NORMAL,        HIGH,   VERY HIGH,    VERY LOW,         LOW,      NORMAL,        HIGH,   VERY HIGH,
                              ,            ,         (%),         (%),         (%),         (%),         (%),   (h:min:s),   (h:min:s),   (h:min:s),   (h:min:s),   (h:min:s),
                              ,   PNS Zones,      0.0000,      0.0000,      0.0000,      0.0000,    100.0000,    00:00:00,    00:00:00,    00:00:00,    00:00:00,    00:30:50,

                              ,            ,    VERY LOW,         LOW,      NORMAL,        HIGH,   VERY HIGH,    VERY LOW,         LOW,      NORMAL,        HIGH,   VERY HIGH,
                              ,            ,         (%),         (%),         (%),         (%),         (%),   (h:min:s),   (h:min:s),   (h:min:s),   (h:min:s),   (h:min:s),
                              ,   SNS Zones,      0.0000,      0.0000,      7.6923,     69.2308,     23.0769,    00:00:00,    00:00:00,    00:02:22,    00:21:21,    00:07:07,

                              ,            ,         BMR,    Activity,       Total,
                              ,            ,      (kcal),      (kcal),      (kcal),
                              , Energy exp.,     35.4704,     56.1500,     91.6204,


RR INTERVAL DATA and SPECTRUM ESTIMATES,
                              ,    SAMPLE 1,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     RR Data,            ,FFT spectrum,            , AR Spectrum,            ,            ,            ,            ,ECG waveform,            ,            ,
                              ,        Time, RR interval,   Frequency,         PSD,   Frequency,         PSD,   VLF comp.,    LF comp.,    HF comp.,        Time,         ECG,      Marker,
                              ,         (s),         (s),        (Hz),   (ms^2/Hz),        (Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),         (s),        (mV),            ,
                              ,       1.762,       1.122,       0.000,      6.5557,       0.000, 801781.6447,            ,            ,            ,            ,            ,            ,
                              ,       2.298,       0.536,       0.003,     50.4207,       0.003,1605718.2243,            ,            ,            ,            ,            ,            ,
                              ,       2.942,       0.644,       0.007,    307.0540,       0.007,1612193.1840,            ,            ,            ,            ,            ,            ,
                              ,       3.756,       0.814,       0.010,   3203.0242,       0.010,1623018.2751,            ,            ,            ,            ,            ,            ,
                              ,       4.444,       0.688,       0.013,  20675.7995,       0.013,1638242.4450,            ,            ,            ,            ,            ,            ,
                              ,       5.126,       0.682,       0.017,  93701.3197,       0.017,1657931.5173,            ,            ,            ,            ,            ,            ,
                              ,       5.738,       0.612,       0.020, 391649.0451,       0.020,1682165.1970,            ,            ,            ,            ,            ,            ,
                              ,       6.412,       0.674,       0.023,1256150.9899,       0.023,1711032.7943,            ,            ,            ,            ,            ,            ,
                              ,       7.110,       0.698,       0.027,2217460.1636,       0.027,1744627.3255,            ,            ,            ,            ,            ,            ,
                              ,       7.926,       0.816,       0.030,3390073.9428,       0.030,1783037.5666,            ,            ,            ,            ,            ,            ,
                              ,       8.786,       0.860,       0.033,4917334.1452,       0.033,1826337.5406,            ,            ,            ,            ,            ,            ,
                              ,       9.678,       0.892,       0.037,4683467.2350,       0.037,1874572.8450,            ,            ,            ,            ,            ,            ,
                              ,      10.546,       0.868,       0.040,4965564.6191,       0.040,1927743.1747,            ,            ,            ,            ,            ,            ,
                              ,      11.602,       1.056,       0.043,3793201.2001,       0.043,1985780.4121,            ,            ,            ,            ,            ,            ,
